project_code,project_name,sector,agency,state,physical_progress_pct,pace_pct_per_month,risk_score,risk_tier,cost_original_cr,cost_final_expected_cr,cost_variance_cr,cost_variance_pct,cost_estimate_confidence,date_approval,date_original,date_revised,date_agency_says,date_projected_p50,date_projected_p80,date_confidence,prob_finish_3mo_pct,prob_finish_12mo_pct,slip_declared_mo,slip_p50_mo,slip_p80_mo,benchmark_status,cohort_basis,why
N24001632,CONSTRUCTION OF FOUR LANE GREENFIELD PROJECT OF DELHI- AMRITSAR-KATRA EXPRESSWAY (PHASE-I PKG-V) FROM,ROAD TRANSPORT AND HIGHWAYS,NHAI,PUNJAB,96.5,1.87,82.3,Critical,1741.9,2281.0,539.1,30.9,low - flagged for escalation,Jan-2021,May-2024,Jun-2025,Aug-2025,May-2027,Aug-2029,extrapolation - unverifiable beyond 1 year,4.0,15.0,13.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 2 months past its approved date; 13 months past original date; date already moved 2x in 10 months
N24001733,6L ACCESS CONTROLLED GREENFIELD HIGHWAY OF JUNCTION OF EPE (VILL.-MAVIKALAN) TO VILL.- LOHADDA FROM K,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,94.0,1.97,82.3,Critical,1602.5,1602.5,0.0,0.0,low - flagged for escalation,Mar-2022,Aug-2024,,Jul-2025,Aug-2027,Dec-2029,extrapolation - unverifiable beyond 1 year,1.2,4.8,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 11 months past its approved date; 10 months past original date
N24001662,SIX LANING OF KT/KL BORDER (THALAPPDY) TO CHENGALA SECTION OF NH17 (NEW NH-66) FROM CH. 17.200 TO CH,ROAD TRANSPORT AND HIGHWAYS,NHAI,KERALA,97.4,1.98,82.2,Critical,1981.1,2651.8,670.7,33.9,low - flagged for escalation,May-2020,May-2024,Nov-2021,Jul-2025,May-2027,Aug-2029,extrapolation - unverifiable beyond 1 year,2.5,9.5,-30.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 44 months past its approved date; 13 months past original date
N18000250,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT (NERPSIP) FOR SIX (6) STATES,POWER,PGCIL,MULTI STATE,96.0,0.1,82.2,Critical,5111.3,6700.0,1588.7,31.1,low - flagged for escalation,Dec-2014,Dec-2018,Mar-2025,Sep-2025,Sep-2025,Mar-2026,extrapolation - unverifiable beyond 1 year,5.1,18.9,75.0,81.0,87.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 6 months past its approved date; 6.5y past original commissioning date
N16000398,MUMBAI NAGPUR JHARSUGUDA PIPELINE PROJECT,PETROLEUM,GAIL,MULTI STATE,95.1,0.61,82.2,Critical,7844.2,7844.2,0.0,0.0,low - flagged for escalation,Jun-2020,May-2023,Sep-2025,Sep-2025,Sep-2025,Jun-2026,extrapolation - unverifiable beyond 1 year,6.3,22.8,28.1,28.1,37.0,exhausted - already later than the typical completed project,sector,2.1y past original commissioning date; pace is 37% of what the current date needs; date already moved 2x in 10 months
N24000739,REHABILITATION AND UP-GRADATION TO 4-LANING OF RAJAMUNDA- BARKOTE SECTION OF NH-23 (NEW NH NO. 143) (,ROAD TRANSPORT AND HIGHWAYS,NHAI,ODISHA,98.5,0.53,82.2,Critical,503.9,609.0,105.1,20.9,low - flagged for escalation,Jan-2018,Jun-2021,Jul-2025,Jul-2025,Jul-2025,Oct-2026,extrapolation - unverifiable beyond 1 year,6.2,22.7,49.0,49.0,64.0,exhausted - already later than the typical completed project,sector,4.0y past original commissioning date; pace is 35% of what the current date needs; date already moved 3x in 10 months
N24000569,FOUR LANING OF KAGAVADAR - UNA SECTION OF NH-8E FROM KM 139.915 TO KM 180.478 (PACKAGE-IV) IN THE ST,ROAD TRANSPORT AND HIGHWAYS,NHAI,GUJARAT,97.0,0.09,82.2,Critical,723.6,723.6,0.0,0.0,low - flagged for escalation,May-2016,Sep-2019,May-2024,Jun-2025,Jul-2025,Dec-2025,extrapolation - unverifiable beyond 1 year,9.0,31.6,56.0,70.0,76.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 13 months past its approved date; 5.7y past original commissioning date
N22000148,GWALIOR-SEOPURKALA WITH EXTENSION TO KOTA (GC),RAILWAYS,NCR,MULTI STATE,0.0,0.0,82.0,Critical,2913.0,3845.6,932.6,32.0,low - flagged for escalation,Apr-2011,Mar-2025,,Dec-2024,Apr-2026,May-2030,extrapolation - unverifiable beyond 1 year,3.5,13.4,0.0,13.0,62.0,within benchmark range,sector,agency anticipates +32% over approved cost; 3 months past original date; no physical progress for 9 consecutive reports
N18000332,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,POWER,PGCIL,MULTI STATE,94.1,1.23,82.0,Critical,1666.0,2218.0,552.0,33.1,low - flagged for escalation,May-2022,Nov-2023,,Sep-2025,Aug-2026,Dec-2027,extrapolation - unverifiable beyond 1 year,2.5,9.5,0.0,33.0,49.0,within benchmark range,sector,agency's own forecast is 22 months past its approved date; 19 months past original date
N18000331,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,POWER,PGCIL,MULTI STATE,90.0,3.17,81.8,Critical,359.5,359.5,0.0,0.0,low - flagged for escalation,Feb-2022,Sep-2023,,Aug-2025,Jun-2026,Oct-2027,extrapolation - unverifiable beyond 1 year,1.3,5.2,0.0,33.0,49.0,within benchmark range,sector,agency's own forecast is 23 months past its approved date; 21 months past original date
N18000337,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART B,POWER,PGCIL,MULTI STATE,93.0,3.28,81.8,Critical,4546.3,4546.3,0.0,0.0,low - flagged for escalation,Jul-2022,Jun-2023,,Sep-2025,Mar-2026,Jul-2027,extrapolation - unverifiable beyond 1 year,5.0,18.6,0.0,33.0,49.0,within benchmark range,sector,agency's own forecast is 27 months past its approved date; 2.0y past original commissioning date
N18000194,BUXAR THERMAL POWER PLANT (1320 MW),POWER,SJVN,BIHAR,91.6,0.99,81.7,Critical,10439.1,14390.1,3951.0,37.8,low - flagged for escalation,Mar-2019,Jan-2024,,Oct-2025,Oct-2026,Jan-2028,extrapolation - unverifiable beyond 1 year,0.3,1.3,0.0,33.0,49.0,within benchmark range,sector,agency's own forecast is 21 months past its approved date; agency anticipates +38% over approved cost; 17 months past original date
N24000579,FOUR LANING OF GAYA-HISUA- RAJGIRI-NALANDA-BIHARSHARIF SECTION (KM0.00 TO 92.935) ON NH-82 IN BIHAR,ROAD TRANSPORT AND HIGHWAYS,MORTH,BIHAR,97.0,0.11,81.6,Critical,1408.8,2138.2,729.4,51.8,low - flagged for escalation,Jan-2014,Oct-2016,,Aug-2025,Aug-2025,Jan-2026,extrapolation - unverifiable beyond 1 year,2.1,8.2,0.0,106.0,112.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 106 months past its approved date; agency anticipates +52% over approved cost; 8.7y past original commissioning date
N24001563,DEOGARH (NEAR DHANDHANIYA)- RAJASTHAN/GUJARAT BORDER (PHASE-I) (AJ/DRGB-PACKAGE-6),ROAD TRANSPORT AND HIGHWAYS,NHAI,RAJASTHAN,99.2,0.15,81.6,Critical,846.6,846.6,0.0,0.0,low - flagged for escalation,Oct-2019,Aug-2023,Jul-2025,Jul-2025,Aug-2026,Nov-2028,extrapolation - unverifiable beyond 1 year,6.0,21.8,23.0,36.0,64.0,within benchmark range,sector,22 months past original date; pace is 20% of what the current date needs; date already moved 6x in 10 months
N24002106,CONSTRUCTION OF NEW 4 LANE PRAYAGRAJ SOUTHERN BYPASS FROM DESIGN KM 50.860 (NABABA URF NIBI KALA UPA,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,93.0,6.03,81.5,Critical,993.8,349.5,-644.3,-64.8,low - flagged for escalation,Aug-2023,Mar-2025,,Oct-2025,Mar-2028,Jul-2030,extrapolation - unverifiable beyond 1 year,0.9,3.6,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 7 months past its approved date; 3 months past original date
N22000476,"FATUHA-ISLAMPUR INCL. MM FOR EXTENSION OF NEW LINE FORM BIHARSHARIF-BARBIGHA, DANIYAWAN- BIHARSHARIF,",RAILWAYS,ECR,BIHAR,90.0,0.0,81.5,Critical,329.4,2722.2,2392.8,726.4,low - flagged for escalation,Apr-1991,Mar-2023,,May-2025,Jul-2025,Apr-2028,extrapolation - unverifiable beyond 1 year,1.2,4.8,0.0,28.0,62.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 26 months past its approved date; agency anticipates +239% over approved cost; 2.3y past original commissioning date
N24000480,FOUR OF SIMARIA - KHAGARIA SECTION OF NH-31,ROAD TRANSPORT AND HIGHWAYS,NHAI,BIHAR,97.7,0.06,81.5,Critical,1041.1,639.6,-401.5,-38.6,low - flagged for escalation,Dec-2015,Apr-2019,Mar-2025,Nov-2025,Nov-2025,May-2026,extrapolation - unverifiable beyond 1 year,11.3,38.0,71.0,79.0,85.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 8 months past its approved date; agency anticipates +13% over approved cost; 6.2y past original commissioning date
N24000834,CONSTRUCTION OF EIGHT LANE VADODARA KIM EXPRESSWAY FROM KM 254.430 TO KM 279.000 (KIM TO ANKLESHWAR,ROAD TRANSPORT AND HIGHWAYS,NHAI,GUJARAT,83.0,4.37,81.5,Critical,1161.4,1738.0,576.6,49.6,low - flagged for escalation,Mar-2018,Oct-2021,May-2025,Jul-2025,Jul-2025,Jan-2027,extrapolation - unverifiable beyond 1 year,2.0,7.7,43.0,45.7,64.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 2 months past its approved date; 3.7y past original commissioning date
N22000629,NAGPUR- NAGBHIR RAILWAY LINE GAUGE CONVERSION PROJECT,RAILWAYS,MRIDC,MAHARASHTRA,87.0,0.89,81.2,Critical,1400.0,2383.0,983.0,70.2,low - flagged for escalation,Oct-2019,Jun-2024,,Oct-2025,Oct-2025,Oct-2029,extrapolation - unverifiable beyond 1 year,0.6,2.5,0.0,16.0,64.7,exhausted - already later than the typical completed project,sector,agency's own forecast is 16 months past its approved date; agency anticipates +70% over approved cost; 12 months past original date
N22000470,"SHAHGANJ-BHATNI-PHEPHNA-INDARA, MAU-SHAHGANJ (EXCL. MAU-INDARA) PATCH DOUBLING.",RAILWAYS,NER,UTTAR PRADESH,85.0,1.08,81.0,Critical,1178.0,2145.0,967.0,82.1,low - flagged for escalation,Apr-2016,Dec-2024,,Aug-2025,Aug-2025,Jan-2030,extrapolation - unverifiable beyond 1 year,1.8,6.9,0.0,9.0,62.0,within benchmark range,sector,agency's own forecast is 8 months past its approved date; agency anticipates +82% over approved cost; 6 months past original date
N24000863,WIDENING AND UP-GRADATION TO 2- LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MIZORAM,97.9,0.75,81.0,Critical,518.5,906.8,388.3,74.9,low - flagged for escalation,Apr-2017,Jun-2023,,May-2025,Jun-2026,Sep-2028,extrapolation - unverifiable beyond 1 year,1.3,4.9,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 23 months past its approved date; agency anticipates +75% over approved cost; 2.0y past original commissioning date
N24001568,DELHI-VADODARA GREENFIELD ALIGNMENT (NH-148N) (PKG-14) (CH. 388.420 TO CH. 419.000) [JUNCTION WITH N,ROAD TRANSPORT AND HIGHWAYS,NHAI,RAJASTHAN,99.8,0.0,80.9,Critical,1119.4,1119.4,0.0,0.0,low - flagged for escalation,Nov-2019,May-2023,Jul-2025,Jul-2025,May-2026,Aug-2028,extrapolation - unverifiable beyond 1 year,7.3,26.1,26.0,36.0,64.0,within benchmark range,sector,2.1y past original commissioning date; no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N24000857,WIDENING AND UP-GRADATION TO 2- LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MIZORAM,97.5,0.63,80.8,Critical,519.1,785.6,266.5,51.3,low - flagged for escalation,Apr-2017,Apr-2023,,Apr-2025,Apr-2026,Jul-2028,extrapolation - unverifiable beyond 1 year,1.6,6.4,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 24 months past its approved date; agency anticipates +51% over approved cost; 2.2y past original commissioning date
N06000269,NLCIL 300 MW SOLAR POWER PROJECT (PART OF 510 MW CPSU SCHEME),COAL,NLC,RAJASTHAN,66.0,4.33,80.7,Critical,1813.0,1813.0,0.0,0.0,low - flagged for escalation,Mar-2023,Sep-2024,,Nov-2025,Jul-2027,Dec-2029,extrapolation - unverifiable beyond 1 year,1.3,5.1,0.0,34.0,63.8,within benchmark range,all-sector fallback,agency's own forecast is 14 months past its approved date; 9 months past original date
N22000350,RAMPUR DUMRA - TAL - RAJENDRAPUL DOUBLING INCLUDING GANGA BRIDGE,RAILWAYS,ECR,BIHAR,77.0,0.0,80.7,Critical,1491.5,1600.0,108.5,7.3,low - flagged for escalation,Dec-2015,Dec-2024,,Dec-2025,Dec-2025,May-2030,extrapolation - unverifiable beyond 1 year,1.8,7.1,0.0,12.0,65.0,within benchmark range,sector,agency's own forecast is 12 months past its approved date; agency anticipates +7% over approved cost; 6 months past original date
N24001274,IMPROVEMENT/UPGRADATION OF EXISTING 2-LANE TO 4-LANE DIVIDED HIGHWAY FROM TAPHOU KUKI TO DAILI SECTI,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MANIPUR,70.9,2.2,80.5,Critical,379.4,379.4,0.0,0.0,low - flagged for escalation,Aug-2020,Apr-2022,Jun-2025,Dec-2025,Dec-2025,Nov-2027,extrapolation - unverifiable beyond 1 year,1.3,5.0,38.0,44.0,67.1,exhausted - already later than the typical completed project,sector,agency's own forecast is 6 months past its approved date; 3.2y past original commissioning date; date already moved 3x in 10 months
N22000158,DHOLPUR-SIRMUTTRA WITH EXTENSION TO GANGAPURCITY AND MOHARI-TANTPUR AND TANPUR- BANSI PAHARPUR,RAILWAYS,NCR,MULTI STATE,39.0,2.17,80.4,Critical,2030.5,746.8,-1283.7,-63.2,low - flagged for escalation,Apr-2010,Feb-2019,,Dec-2026,Dec-2026,Jun-2027,extrapolation - unverifiable beyond 1 year,0.9,3.4,0.0,94.0,99.9,exhausted - already later than the typical completed project,sector,agency's own forecast is 94 months past its approved date; 6.3y past original commissioning date
N24000861,WIDENING AND UP-GRADATION TO 2- LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MIZORAM,95.0,0.88,80.2,Critical,473.2,688.2,215.0,45.4,low - flagged for escalation,Apr-2017,Apr-2023,,Apr-2025,Apr-2026,Jul-2028,extrapolation - unverifiable beyond 1 year,0.4,1.4,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 24 months past its approved date; agency anticipates +45% over approved cost; 2.2y past original commissioning date
N04000111,CALICUT AIRPORT - DEVELOPMENT OF ADDITIONAL RESA ON EITHER END ON RUNWAY 10-28 AT CALICUT AIRPORT,CIVIL AVIATION,AAI,KERALA,18.3,1.27,80.1,Critical,324.0,324.0,0.0,0.0,low - flagged for escalation,Jun-2023,Sep-2025,,Sep-2025,Jul-2028,Dec-2030,extrapolation - unverifiable beyond 1 year,0.3,1.3,0.0,34.0,63.8,within benchmark range,all-sector fallback,pace is 5% of what the current date needs
N24000912,WIDENING TO 2LPS FROM 0/0 TO 119/0 OF NH-157 IN THE STATE OF ODISHA.,ROAD TRANSPORT AND HIGHWAYS,MORTH,ODISHA,98.7,0.16,79.9,Critical,287.7,293.7,6.0,2.1,low - flagged for escalation,Aug-2016,Feb-2017,,Dec-2025,Dec-2025,Jun-2026,extrapolation - unverifiable beyond 1 year,9.2,31.9,0.0,105.9,111.9,exhausted - already later than the typical completed project,sector,agency's own forecast is 106 months past its approved date; agency anticipates +2% over approved cost; 8.3y past original commissioning date
N28000156,REDEVELOPMENT OF GPRA AT NETAJI NAGAR NEW DELHI PACKAGE 2,URBAN DEVELOPMENT,NBCC,DELHI,91.5,1.84,79.8,Critical,1536.7,1536.7,0.0,0.0,low - flagged for escalation,Oct-2016,Mar-2024,Aug-2025,Mar-2025,Dec-2026,Jun-2029,extrapolation - unverifiable beyond 1 year,1.6,6.3,17.0,34.0,63.8,within benchmark range,all-sector fallback,15 months past original date; pace is 43% of what the current date needs; date already moved 3x in 10 months
N24001270,2-LANING OF CHURACHANDPUR TUIVAI SECTION OF NH-102B (PKG- 2A),ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MANIPUR,90.7,0.35,79.8,Critical,292.2,292.2,0.0,0.0,low - flagged for escalation,Mar-2020,Jun-2022,Jun-2025,Sep-2025,Sep-2025,Dec-2027,extrapolation - unverifiable beyond 1 year,4.2,15.7,36.0,39.0,66.0,within benchmark range,sector,agency's own forecast is 3 months past its approved date; 3.0y past original commissioning date; date already moved 2x in 10 months
N18000356,TRANSMISSION SYSTEM SCHEME FOR EVACUATION OF POWER FROM REZ RAJASTHAN (8.1 GW) UNDER PHASE-II PART,POWER,PGCIL,RAJASTHAN,91.9,5.27,79.7,Critical,1433.3,1433.3,0.0,0.0,low - flagged for escalation,Mar-2023,Sep-2024,,Sep-2025,Jun-2027,Oct-2028,extrapolation - unverifiable beyond 1 year,2.6,10.0,0.0,33.0,49.0,within benchmark range,sector,agency's own forecast is 12 months past its approved date; 9 months past original date
N24001644,AMRITSAR AIRPORT JUNCTION RAMDAS FROM KM. 100.835 TO KM. 139.813 PKG IV,ROAD TRANSPORT AND HIGHWAYS,NHAI,PUNJAB,73.0,0.31,79.7,Critical,524.9,416.6,-108.3,-20.6,low - flagged for escalation,Dec-2020,Sep-2023,Sep-2025,Sep-2025,Sep-2026,Dec-2028,extrapolation - unverifiable beyond 1 year,0.8,3.3,24.0,36.0,64.0,within benchmark range,sector,21 months past original date; pace is 3% of what the current date needs; date already moved 2x in 10 months
N24001488,DHARAMPURI-LONAND FROM KM. 117.00 TO 166.40 (PKG-IV) ON MOHOL- ALANDI SECTION,ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,96.9,0.6,79.5,Critical,618.4,618.4,0.0,0.0,low - flagged for escalation,Sep-2021,Sep-2023,Dec-2024,Aug-2025,Sep-2026,Dec-2028,extrapolation - unverifiable beyond 1 year,1.9,7.6,15.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 8 months past its approved date; 21 months past original date
N24001400,SENAPATI- IMPHAL PKG-5B,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MANIPUR,71.1,3.63,79.4,Critical,211.7,211.7,0.0,0.0,low - flagged for escalation,Mar-2021,Jan-2023,May-2025,Oct-2025,Jan-2026,May-2028,extrapolation - unverifiable beyond 1 year,1.4,5.5,28.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 5 months past its approved date; 2.4y past original commissioning date
N24001519,DELHI VADODARA GREENFIELD ALIGNMENT SECTION OF NH 148N PACKAGE 28,ROAD TRANSPORT AND HIGHWAYS,NHAI,GUJARAT,95.8,1.1,79.3,Critical,1198.6,1198.6,0.0,0.0,low - flagged for escalation,Sep-2020,Nov-2023,,Jul-2025,Nov-2026,Mar-2029,extrapolation - unverifiable beyond 1 year,2.6,9.8,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 20 months past its approved date; 19 months past original date
N24001660,SIX LANING OF THALIPARAMBHA- MUZHAPILANGAD SECTION FROM KM 137.900 TO KM. 170.600 OF NH-17 (NEW NH,ROAD TRANSPORT AND HIGHWAYS,NHAI,KERALA,72.8,1.33,79.2,Critical,2714.6,3557.6,843.0,31.1,low - flagged for escalation,Aug-2020,Feb-2024,Aug-2025,Mar-2026,Feb-2027,Jun-2029,extrapolation - unverifiable beyond 1 year,0.2,0.9,18.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 7 months past its approved date; 16 months past original date; pace is 10% of what the current date needs
N24001516,DELHI VADODARA GREENFIELD ALIGNMENT SECTION OF NH 148N PACKAGE 27,ROAD TRANSPORT AND HIGHWAYS,NHAI,GUJARAT,93.5,1.32,79.1,Critical,1185.7,1185.7,0.0,0.0,low - flagged for escalation,Sep-2020,Feb-2024,Aug-2025,Aug-2025,Feb-2027,Jun-2029,extrapolation - unverifiable beyond 1 year,0.6,2.3,18.0,36.0,64.0,within benchmark range,sector,16 months past original date; pace is 41% of what the current date needs; date already moved 2x in 10 months
N06000152,NEYVELI UTTAR PRADESH POWER PROJECT LIMITED 1980 MW,COAL,NLC,UTTAR PRADESH,91.4,0.69,79.1,Critical,17237.0,21780.9,4543.9,26.4,low - flagged for escalation,Jul-2016,Nov-2021,Oct-2025,Oct-2025,Oct-2025,Feb-2027,extrapolation - unverifiable beyond 1 year,2.8,10.8,47.0,47.0,63.8,exhausted - already later than the typical completed project,all-sector fallback,3.6y past original commissioning date; pace is 32% of what the current date needs; date already moved 2x in 10 months
N24002043,CONSTRUCTION OF 4-LANE GREENFIELD JALBEHRA - SHAHBAD SECTION OF NH ? 152G FROM KM 0+000 TO KM 22+850,ROAD TRANSPORT AND HIGHWAYS,NHAI,HARYANA,83.5,3.62,79.0,Critical,927.2,1173.7,246.5,26.6,low - flagged for escalation,Mar-2022,Jun-2025,,Oct-2025,Jun-2028,Oct-2030,extrapolation - unverifiable beyond 1 year,0.8,3.1,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 4 months past its approved date
N24001354,TAMENGLONG - MAHUR PKG-3,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MANIPUR,92.8,0.24,79.0,Critical,234.1,234.1,0.0,0.0,low - flagged for escalation,Mar-2021,Dec-2022,Sep-2024,Nov-2025,Dec-2025,Apr-2028,extrapolation - unverifiable beyond 1 year,4.5,16.8,21.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 14 months past its approved date; 2.5y past original commissioning date; date already moved 2x in 10 months
220100232,"LALITPUR-SATNA-REWA-SINGRULI NL, (NCR)",RAILWAYS,WCR,MULTI STATE,43.0,-1.33,78.8,Critical,247.7,8248.5,8000.8,3230.0,low - flagged for escalation,Sep-1998,Mar-2027,,Mar-2025,Nov-2027,Apr-2032,extrapolation - unverifiable beyond 1 year,8.0,28.5,0.0,9.0,62.0,within benchmark range,sector,agency anticipates +12875% over approved cost; no physical progress for 9 consecutive reports; spend outruns works by 3890pp
N24000442,"CONSTRUCTION OF FLYOVER AT KM.544.650 INCLUDING ROB ,SERVICE ROADS ,FOOTPATH FOR RCC DRAINS ON URBAN",ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,94.1,0.7,78.7,Critical,649.5,649.5,0.0,0.0,low - flagged for escalation,Dec-2015,Mar-2019,Nov-2023,Jul-2025,Jul-2025,Dec-2025,extrapolation - unverifiable beyond 1 year,3.2,12.1,56.0,76.0,82.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 20 months past its approved date; 6.3y past original commissioning date
