project_code,project_name,sector,agency,state,cost_cr,physical_progress_pct,risk_score,tier,why
N24000442,"CONSTRUCTION OF FLYOVER AT KM.544.650 INCLUDING ROB ,SERVICE ROADS ,FOOTPATH FOR RCC DRAINS ON URBAN",ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,649.5,94.1,78.7,Critical,"agency's own forecast is 20 months past its approved date; 6.3y past original commissioning date; already past planned completion, no revised pace available"
N24001505,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XII) [KM. 50.700 TO KM. 77.000] (MASVAN - GANJAD),ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,1549.02,87.24,78.5,Critical,"15 months past original date; already past planned completion, no revised pace available; date already moved 2x in 10 months"
N16000515,PART REPLACEMENT PIPELINE PROJECT (PRPP),PETROLEUM,ONGC,MAHARASHTRA,1219.48,87.0,78.5,Critical,"agency's own forecast is 11 months past its approved date; 13 months past original date; already past planned completion, no revised pace available"
N22000593,GUDHA THATHANA MITHRI TEST TRACK FOR RDSO,RAILWAYS,NWR,RAJASTHAN,528.48,98.0,78.4,Critical,"3 months past original date; already past planned completion, no revised pace available"
N18000014,TAPOVAN-VISHNUGAD HEP (4X130MW),POWER,NTPC,UTTARAKHAND,2978.48,72.4,78.3,Critical,agency's own forecast is 88 months past its approved date; agency anticipates +266% over approved cost; 12.3y past original commissioning date
N24001669,6L OF DHANARA - HATIBENA SECTION FROM KM 124.611 TO KM 146.50 OF NH- 130-CD (PACKAGE ? OD-1),ROAD TRANSPORT AND HIGHWAYS,NHAI,ODISHA,586.0,92.98,78.3,Critical,"agency's own forecast is 16 months past its approved date; 15 months past original date; already past planned completion, no revised pace available"
N16000438,"GRASS ROOT POL TERMINAL AT VALLUR, CHENNAI",PETROLEUM,IOCL,TAMIL NADU,887.71,85.9,78.2,Critical,"agency's own forecast is 6 months past its approved date; 11 months past original date; already past planned completion, no revised pace available"
N24001349,MARIAM - PEREN PKG-1A,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MANIPUR,226.32,74.48,78.1,Critical,"agency's own forecast is 9 months past its approved date; 2.5y past original commissioning date; already past planned completion, no revised pace available"
N22000572,GAUGE CONVERSION OF RAIPUR(KENDRI)- DHAMTARI AND ABHANPUR-RAJIM BRANCH (67.20 KM),RAILWAYS,SECR,CHHATTISGARH,1171.3,82.0,78.0,Critical,"agency's own forecast is 8 months past its approved date; 8 months past original date; already past planned completion, no revised pace available"
N04000091,C/O OF NITB AND ASSOCIATED WORK AT VIJAYAWADA AIRPORT,CIVIL AVIATION,AAI,ANDHRA PRADESH,611.8,75.25,77.9,Critical,2.3y past original commissioning date; pace is 18% of what the current date needs; date already moved 2x in 10 months
N18000360,"KHAVDA PHASE-II-PART B, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",POWER,PGCIL,GUJARAT,1167.55,90.0,77.8,Critical,"agency's own forecast is 6 months past its approved date; 3 months past original date; already past planned completion, no revised pace available"
N22000177,ARARIA-SUPAUL (NL),RAILWAYS,ECR,BIHAR,1605.17,65.0,77.6,Critical,"agency's own forecast is 14 months past its approved date; 15 months past original date; already past planned completion, no revised pace available"
N24000578,"PROCUREMENT, AND CONSTRUCTION OF REHABILITATION AND UPGRADING TO 2 LANES/2 LANE(FOR LOT-III-KM 156.5",ROAD TRANSPORT AND HIGHWAYS,MORTH,BIHAR,553.3,98.0,77.3,Critical,agency's own forecast is 111 months past its approved date; agency anticipates +28% over approved cost; 9.1y past original commissioning date
N22000496,JHANSI BINA DOUBLING,RAILWAYS,NCR,UTTAR PRADESH,2001.0,90.0,77.2,Critical,"agency's own forecast is 49 months past its approved date; 3.3y past original commissioning date; already past planned completion, no revised pace available"
220100328,TALCHER-BIMALAGARH(NL)(ECOR),RAILWAYS,ECOR,ODISHA,1928.1,40.0,77.2,Critical,agency's own forecast is 12 months past its approved date; 3 months past original date; no physical progress for 8 consecutive reports
N24001345,KARGIL-ZANSKR PACKAGE-3,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,LADAKH,381.01,76.11,77.0,Critical,2.4y past original commissioning date; pace is 12% of what the current date needs
N28000126,INDIAN INSTITUTE OF SCIENCE EDUCATION AND RESEARCH BERHAMPUR,DEPARTMENT OF HIGHER EDUCATION,CPWD EDUCATION,ODISHA,790.79,97.0,77.0,Critical,"agency's own forecast is 43 months past its approved date; 3.3y past original commissioning date; already past planned completion, no revised pace available"
N24001610,4L OF EXISTING 2/4L STRETCH FROM LONAND TO DIVE GHAT (KM 166.400 TO KM 220.900 ) OF MOHOL ? ALANDI S,ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,1833.73,96.94,77.0,Critical,"agency's own forecast is 5 months past its approved date; 13 months past original date; already past planned completion, no revised pace available"
N22000233,KALYAN-KASARA 3RD LINE,RAILWAYS,CR,MAHARASHTRA,792.89,50.0,76.9,Critical,agency's own forecast is 12 months past its approved date; agency anticipates +76% over approved cost; no physical progress for 9 consecutive reports
N24001746,2-LANE EXISTING RAMPUR BYPASS OF RAMPUR TO BE DEVELOPED TO 4- LANE ON EPC MODE IN THE STATE OF UTTAR,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,364.47,92.98,76.9,Critical,14 months past original date; pace is 43% of what the current date needs; date already moved 3x in 10 months
N24002112,SIX LANING OF TUTICORIN PORT ROAD SECTION OF NH-7A (NEW NH- 138) FROM KM 0.000 TO KM 6.140 [EFFECTIVE,ROAD TRANSPORT AND HIGHWAYS,NHAI,TAMIL NADU,200.3,93.11,76.7,Critical,"agency's own forecast is 12 months past its approved date; 11 months past original date; already past planned completion, no revised pace available"
N24001674,BANGALORE/TN BORDER TO HOSKOTE,ROAD TRANSPORT AND HIGHWAYS,NHAI,KARNATAKA,1181.68,83.25,76.6,Critical,4 months past original date; date already moved 2x in 10 months
N24001638,4L GREENFIELD A. MALOUT BYPASS FROM CH. KM 44.500 TO CH. KM 35.500 ON NH-07 AND CH. KM 0.000 TO KM 6,ROAD TRANSPORT AND HIGHWAYS,NHAI,PUNJAB,646.42,96.0,76.4,Critical,11 months past original date; pace is 31% of what the current date needs; date already moved 4x in 10 months
N24001670,6L OF KARKI ? KALIAGURA SECTION FROM KM 226.500 TO KM 249.000 OF NH-130-CD (PACKAGE ? OD-4),ROAD TRANSPORT AND HIGHWAYS,NHAI,ODISHA,593.0,94.55,76.2,Critical,"agency's own forecast is 16 months past its approved date; 15 months past original date; already past planned completion, no revised pace available"
N24001732,"IMPROVEMENT AND UP-GRADATION OF EXISTING ROAD TO 4L PS FROM KM 229.070 TO 260.800, END OF HARDOI DIS",ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,540.97,94.76,76.1,Critical,"agency's own forecast is 11 months past its approved date; 8 months past original date; already past planned completion, no revised pace available"
N18000272,KHURJA SUPER THERMAL POWER PROJECT,POWER,THDCIL,UTTAR PRADESH,13276.16,96.0,76.1,Critical,"agency's own forecast is 23 months past its approved date; 21 months past original date; already past planned completion, no revised pace available"
N24001446,CONSTRUCTION OF FOUR LANE EXPRESSWAY FROM START OF DSIR ZONE OF AHMEDABAD DISTRICT TO ADHELAI VILLAG,ROAD TRANSPORT AND HIGHWAYS,NHAI,GUJARAT,1261.58,97.28,75.8,Critical,"18 months past original date; already past planned completion, no revised pace available; date already moved 4x in 10 months"
N04000092,CONSTRUCTION OF NEW GREEN FIELD AIRPORT AT HOLLONGI ITANAGAR ARUNACHAL PRADESH,CIVIL AVIATION,AAI,ARUNACHAL PRADESH,732.0,99.89,75.8,Critical,2.8y past original commissioning date; date already moved 3x in 10 months
N24001609,BALANCE WORK OF 4 LANING OF PANVEL TO INDAPUR SECTION OF NH- 66(OLD NH- 17) FROM KM 0.000 (PANVEL) TO,ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,151.26,89.8,75.7,Critical,"agency's own forecast is 3 months past its approved date; 18 months past original date; already past planned completion, no revised pace available"
N24001252,CONSTUCTION/UPGRADATION OF EXISTING HIGHWAY TO 2 LANE WITH PAVED SHOULDER FROM KM 13.00 TO KM 25.600,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,SIKKIM,295.97,95.71,75.7,Critical,"agency's own forecast is 11 months past its approved date; 2.2y past original commissioning date; already past planned completion, no revised pace available"
N24001605,"4-LANING OF MELUR - PILLAYARPATTI - KARAIKUDI SECTION OF NH-338, NH- 36, NH-383",ROAD TRANSPORT AND HIGHWAYS,NHAI,TAMIL NADU,1103.86,87.0,75.7,Critical,"agency's own forecast is 41 months past its approved date; 3.3y past original commissioning date; already past planned completion, no revised pace available"
N24000576,CONSTRUCTION OF REHABILITATION AND UPGRADING TO 2 LANES/2 LANE(FOR LOT-I-KM 40.00 TO KM 65.400 AND K,ROAD TRANSPORT AND HIGHWAYS,MORTH,BIHAR,178.85,98.35,75.5,Critical,agency's own forecast is 111 months past its approved date; agency anticipates +56% over approved cost; 9.1y past original commissioning date
N24001878,IMPROVEMENT TO TWO LANE WITH PAVED SHOULDERS OF NH-319A FROM KM 0 TO KM 45 IN STATE OF BIHAR UNDER,ROAD TRANSPORT AND HIGHWAYS,MORTH,BIHAR,427.29,80.0,75.4,Critical,"agency's own forecast is 7 months past its approved date; 6 months past original date; already past planned completion, no revised pace available"
N24000826,FOUR LANINIG OF CHETTIKULAM TO NATHAM SECTION OF NH-785 FROM CHETTIKULUM (KM 7.300) TO NATHAM (KM. 3,ROAD TRANSPORT AND HIGHWAYS,NHAI,TAMIL NADU,505.35,99.75,75.2,Critical,agency anticipates +66% over approved cost; 2.7y past original commissioning date; no physical progress for 9 consecutive reports
N18000361,"KHAVDA PHASE-II-PART C, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",POWER,PGCIL,GUJARAT,2820.99,82.6,75.2,Critical,"agency's own forecast is 6 months past its approved date; 3 months past original date; already past planned completion, no revised pace available"
N24001511,CONSTRUCTION OF FOUR LANE RINGROAD BYPASS SRINAGAR CITY,ROAD TRANSPORT AND HIGHWAYS,NHAI,JAMMU AND KASHMIR,2919.96,70.0,75.0,High,16 months past original date; pace is 20% of what the current date needs; date already moved 2x in 10 months
N24001558,4L OF KARWAR (KM. 281.980 OF NH-62 NAGAUR ROAD) TO DANGIYAVAS OF JODHPUR RING ROAD (PKG-II),ROAD TRANSPORT AND HIGHWAYS,NHAI,RAJASTHAN,736.75,97.8,74.9,High,10 months past original date; date already moved 4x in 10 months
N18000368,300 MW SOLAR POWER PROJECT UNDER CPSU SCHEME,POWER,NHPC,RAJASTHAN,1677.12,92.0,74.9,High,"agency's own forecast is 22 months past its approved date; 19 months past original date; already past planned completion, no revised pace available"
N24001671,6L OF HATIBENA - BADAKUMARI SECTION FROM KM 146.50 TO KM 179.00 OF NH-130-CD (PACKAGE ? OD- 2),ROAD TRANSPORT AND HIGHWAYS,NHAI,ODISHA,925.0,97.0,74.8,High,agency's own forecast is 16 months past its approved date; 15 months past original date; no physical progress for 3 consecutive reports
N24000564,4-LANNING OF HARIDWAR-NAGINA SECTION OF NH 74 FROM (KM 204.300 OF NH 58) TO KM 73.00,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,1659.12,91.39,74.5,High,4.9y past original commissioning date; pace is 13% of what the current date needs
N24001396,KHELLANI-KHANABAL PKG-5,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,JAMMU AND KASHMIR,497.09,90.01,74.4,High,"agency's own forecast is 5 months past its approved date; 2.3y past original commissioning date; already past planned completion, no revised pace available"
N24001865,CONSTRUCTION OF 4 LANE ROB WITH APPROACHES IN LIEU OF LC NO. RV- 172 AT KM 176.00 OF NH-201 (PRESENT,ROAD TRANSPORT AND HIGHWAYS,MORTH,ODISHA,324.09,35.0,74.4,High,1 months past original date; no physical progress for 3 consecutive reports; pace is 14% of what the current date needs
N24001678,6L GREENFIELD BAUNSAGUAR - BARAJA SECTION OF NH-130-CD ROAD FROM KM 293+000 TO KM 338+500 (PACKAGE ?,ROAD TRANSPORT AND HIGHWAYS,NHAI,ODISHA,1460.0,91.52,74.2,High,"agency's own forecast is 18 months past its approved date; 12 months past original date; already past planned completion, no revised pace available"
N24001692,BALANCE WORKS OF FOUR LANE FROM KM 43+950 (THIRUVALLUR BYPASS) TO KM 61+470 (VEPPAMPATTU BYPASS) PAS,ROAD TRANSPORT AND HIGHWAYS,NHAI,TAMIL NADU,467.99,84.34,74.1,High,"agency's own forecast is 6 months past its approved date; 9 months past original date; already past planned completion, no revised pace available"
N24001628,4/6L OF SPUR TO HARIDWAR (GREENFIELD) FROM KM. 0.000 TO KM. 49.000,ROAD TRANSPORT AND HIGHWAYS,NHAI,MULTI STATE,2155.95,71.01,74.1,High,4 months past original date; pace is 20% of what the current date needs
N28000147,"C/O SEPARATE FAMILY ACCOMMODATION (PHASE-I) ON EPC BASIS FOR SSB AT FARIDABAD (HARYANA)""",HOME AFFAIRS,CPWD FOR MHA,HARYANA,170.23,97.5,74.1,High,"agency's own forecast is 5 months past its approved date; 20 months past original date; already past planned completion, no revised pace available"
N26000114,PHASE-I OF CONSOLIDATION OF EXISTING CDR DATA CENTERS AND NIB-P3 DATA CENTERS WITH STATE OF THE ART,TELECOMMUNICATIONS,BSNL,MULTI STATE,461.42,81.0,74.1,High,agency's own forecast is 49 months past its approved date; 4.0y past original commissioning date; no physical progress for 9 consecutive reports
N22000367,KAZIPET-BALHRSHA,RAILWAYS,SCR,MULTI STATE,2594.59,,73.9,High,"agency anticipates +12% over approved cost; 5 months past original date; already past planned completion, no revised pace available"
N22000376,JAGADALPUR-KORAPUT DOUBLING,RAILWAYS,ECOR,ODISHA,1547.38,93.7,73.8,High,"15 months past original date; already past planned completion, no revised pace available"
N24001718,BANGALORE CHENNAI EXPRESSWAY PHASE-III PACKAGE II (WALAJAHPET TO ARAKKONAM) FROM KM 180.000 TO KM 2,ROAD TRANSPORT AND HIGHWAYS,NHAI,TAMIL NADU,1077.4,91.26,73.7,High,"agency's own forecast is 15 months past its approved date; 11 months past original date; already past planned completion, no revised pace available"
N24001665,6L GREENFIELD KANDILI - ALURU SECTION OF NH-130-CD ROAD FROM KM 342+500 TO KM 365+033 (PACKAGE- OD-8,ROAD TRANSPORT AND HIGHWAYS,NHAI,ODISHA,1592.0,78.13,73.7,High,"agency's own forecast is 14 months past its approved date; 8 months past original date; already past planned completion, no revised pace available"
N18000418,NOKH SOLAR PV PROJECT 735 MW,POWER,NTPC,RAJASTHAN,4378.17,97.0,73.7,High,14 months past original date
220100303,"HAJIPUR-SUGAULI VIA VAISHALI (NL), ECR",RAILWAYS,ECR,BIHAR,2087.36,73.0,73.7,High,agency's own forecast is 144 months past its approved date; 10.5y past original commissioning date; no physical progress for 3 consecutive reports
N22000361,MANMAD - JALGAON - 3RD LINE (160 KM),RAILWAYS,CR,MAHARASHTRA,1035.16,97.0,73.5,High,agency's own forecast is 15 months past its approved date; agency anticipates +51% over approved cost; 6 months past original date
N24001520,DELHI VADODARA GREENFIELD ALIGNMENT SECTION OF NH 148N PACKAGE 31,ROAD TRANSPORT AND HIGHWAYS,NHAI,GUJARAT,1604.06,95.73,73.5,High,agency's own forecast is 15 months past its approved date; 13 months past original date; no physical progress for 9 consecutive reports
N22000333,HOTGI-KUDGI-GADAG,RAILWAYS,SWR,MULTI STATE,1877.81,89.0,73.5,High,agency's own forecast is 14 months past its approved date; agency anticipates +31% over approved cost; 6 months past original date
N24000738,REHABILITATION AND UPGRADATION OF SIX LANING OF BHADRAK BALESHWAR SECTION (KM 136.50) TO (KM 199.141,ROAD TRANSPORT AND HIGHWAYS,NHAI,ODISHA,1152.7,82.01,73.5,High,"agency's own forecast is 51 months past its approved date; 3.7y past original commissioning date; already past planned completion, no revised pace available"
N22000473,MUZAFFARPUR SAGAULI DOUBLING 100.60 KM,RAILWAYS,ECR,BIHAR,1185.73,96.0,73.4,High,agency's own forecast is 11 months past its approved date; agency anticipates +10% over approved cost; 12 months past original date
N22000100,"BHAIRABI SAIRONG, NL, NEFR",RAILWAYS,NFR,MIZORAM,5021.45,97.0,73.2,High,agency's own forecast is 3 months past its approved date; agency anticipates +61% over approved cost; 3 months past original date
N16000331,DEVELOPMENT OF SURFACE FACILITIES FOR PRODUCTION AND EVACUATION OF CRUDE OIL AND NATURAL GAS FROM NA,PETROLEUM,OIL,ASSAM,726.93,93.98,72.9,High,"agency's own forecast is 6 months past its approved date; 5.3y past original commissioning date; already past planned completion, no revised pace available"
N24001723,KARAIPETTAI TO WALAJAPET FROM KM 71.015 TO 107.091,ROAD TRANSPORT AND HIGHWAYS,NHAI,TAMIL NADU,766.51,91.0,72.9,High,"agency's own forecast is 54 months past its approved date; 4.3y past original commissioning date; already past planned completion, no revised pace available"
N24001990,4L POANTA SAHEB?MEDNIPUR FROM KM. 435.65 TO KM. 458.65 OF NH- 07(PKG-1),ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTARAKHAND,683.26,74.78,72.8,High,1 months past original date; date already moved 2x in 10 months
N24001870,IMPROVEMENT TO TWO LANE WITH PAVED SHOULDERS OF NH 122B FROM KM 29.730 TO KM 72.348 IN STATE OF BIH,ROAD TRANSPORT AND HIGHWAYS,MORTH,BIHAR,624.43,88.0,72.7,High,"agency's own forecast is 12 months past its approved date; 7 months past original date; already past planned completion, no revised pace available"
N16000396,INTEGRATED PARA XYLENE (PX) AND PURIFIED TEREPHTHALIC ACID (PTA) PROJECT AT PARADIP REFINERY,PETROLEUM,IOCL,ODISHA,13805.0,90.0,72.5,High,"agency's own forecast is 12 months past its approved date; 17 months past original date; already past planned completion, no revised pace available"
N16000440,BHATINDA SANGRUR PIPELINE,PETROLEUM,HPCL,PUNJAB,397.0,91.9,72.5,High,"agency's own forecast is 6 months past its approved date; 13 months past original date; already past planned completion, no revised pace available"
N24001867,UPGRADATION OF TWO LANE PAVED SHOULDER FROM SHAHPURA TO THANAGAZI OF NH-248A ON EPC MODE IN THE STAT,ROAD TRANSPORT AND HIGHWAYS,MORTH,RAJASTHAN,174.34,90.0,72.4,High,"agency's own forecast is 13 months past its approved date; 11 months past original date; already past planned completion, no revised pace available"
N24001262,CONSTRUCTION AND UPGRADATION OFEXISTINGROAD TO 2-LANE WITH PAVED SHOULDER INCLUDING GEOMETRIC IMPROV,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,SIKKIM,395.59,89.81,72.2,High,"agency's own forecast is 14 months past its approved date; 2.2y past original commissioning date; already past planned completion, no revised pace available"
