State,Sector,Sl No,Project Name,Agency Name,Project Code,Date of Approval (MM/YYYY),Date of Commissioning Original,Date of Commissioning Revised,Date of Commissioning Anticipated,Cost Original,Cost Revised,Cost Anticipated,Cumulative Expenditure in Rs. Crore,Physical Progress (%)
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1016,CONSTRUCTION OF 2-LANING WITH HARD SHOULDER ROAD OF UKHRUL - TOLOI - TADUBI SECTION OF NH-102A FROM,NHIDCL,N24001473,9-2021,2/2024,Mar-25,5/2025,310.76,N.A.,310.76,129.15,96.77
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1017,IMPHAL - KHONGSANG PKG-5,NHIDCL,N24001538,1 2 - 2 0 2 1,5 / 2 0 2 4,Feb-25,3/2026,410.68,N.A.,410.68,147.81,65.85
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1018,IMPHAL - KHONGSANG PKG-6,NHIDCL,N24001539,1 2 - 2 0 2 1,2 / 2 0 2 5,Sep-25,12/2025,504.76,N.A.,504.76,183.15,73.23
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1019,AKASH BRIDGE - JESSAMI SECTION PKG-2,NHIDCL,N24001540,3-2022,2/2025,Feb-25,3/2025,152.11,N.A.,152.11,73.48,100.00
MEGHALAYA,DEPARTMENT OF HIGHER EDUCATION,1020,CONSTRUCTION AND DEVELOPMENT OF NATINAL INSTITUTE OF TECHNOLOGY MEGHALAYA PERMANENT CAMPUS AT SOHRA,RITES OF HIGHER,N42000001,9-2013,9/2014,Jul-25,7/2025,484.32,429.70,429.70,294.55,82.50
MEGHALAYA,ROAD TRANSPORT AND HIGHWAYS,1021,WIDENING TO 2-LANE WITH GEOMETRIC IMPROVEMENTS OF TURA DALU ROAD UNDER JICA FUNDING FROM KM 85.000 T,NHIDCL,N24000771,4-2017,9/2021,Apr-25,4/2025,553.51,610.09,553.51,414.04,82.32
MEGHALAYA,ROAD TRANSPORT AND HIGHWAYS,1022,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER OF SHILLONG WESTERN BYPASS STARTING FROM NH-06 NEAR LADUM,NHIDCL,N24002156,3-2023,9/2026,N.A.,9/2026,620.30,N.A.,620.30,210.58,24.50
MEGHALAYA,ROAD TRANSPORT AND HIGHWAYS,1023,SHILLONG WESTERN BYPASS PACKAGE-2,NHIDCL,N24002157,3-2023,9/2026,N.A.,9/2026,686.00,N.A.,686.00,281.90,21.50
MEGHALAYA,ROAD TRANSPORT AND HIGHWAYS,1024,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDERS OF SHILLONG WESTERN BYPASS STARTING FROM NH-06 NEAR LADU,NHIDCL,N24002158,3-2023,9/2026,N.A.,9/2026,562.48,N.A.,562.48,292.43,21.50
MEGHALAYA,ROAD TRANSPORT AND HIGHWAYS,1025,IMPROVEMENT/WIDENING TO 2-L WITH PAVED SHOULDER FROM (DESIGN KM 0.00 TO KM 10.670) / 4-LANING FROM (,NHIDCL,N24001313,11-2020,12/2023,Oct-25,10/2025,351.12,N.A.,351.12,295.87,59.20
MEGHALAYA,ROAD TRANSPORT AND HIGHWAYS,1026,IMPROVEMENT/WIDENING TO 2- LANE WITH PAVED SHOULDER FROM (DESIGN KM 10.670 TO KM 37.550) BETWEEN SHIL,NHIDCL,N24001314,11-2020,12/2023,N.A.,8/2026,525.68,N.A.,525.68,425.39,28.00
MEGHALAYA,ROAD TRANSPORT AND HIGHWAYS,1027,IMPROVEMENT/WIDENING TO 2- LANE WITH PAVED SHOULDER FROM (DESIGN KM 45.760 TO KM 63.530) BETWEEN SHIL,NHIDCL,N24001334,11-2020,12/2023,N.A.,4/2026,445.51,N.A.,445.51,206.15,23.50
MEGHALAYA,ROAD TRANSPORT AND HIGHWAYS,1028,IMPROVEMENT/WIDENING TO 2- LANE WITH PAVED SHOULDER / 4- LANING FROM (DESIGN KM 63.530 TO KM 71.520) B,NHIDCL,N24001335,11-2020,12/2023,N.A.,11/2026,284.21,N.A.,284.21,100.93,20.50
MEGHALAYA,ROAD TRANSPORT AND HIGHWAYS,1029,RANIKOR-MAHESHKHOLA- BAGHMARA (RMB) PKG-4 (KANAI- RONGARA),NHIDCL,N24001339,10-2020,4/2022,Jun-24,2/2025,157.86,146.92,157.86,152.90,100.00
MEGHALAYA,ROAD TRANSPORT AND HIGHWAYS,1030,RANIKOR-MAHESHKHOLA- BAGHMARA (RMB) PKG-3,NHIDCL,N24001360,3-2021,12/2022,Jun-24,2/2025,260.21,N.A.,260.21,239.10,100.00
MEGHALAYA,ROAD TRANSPORT AND HIGHWAYS,1031,REHABILITATION AND UPGRADATION OF NONGSTOIN TO WAHKAJI SECTION OF PROJECT ROAD KM 0.000 TO KM 43.06,MoRTH,N24001441,8-2020,2/2022,Mar-25,3/2025,302.88,N.A.,302.88,224.39,95.00
MEGHALAYA,ROAD TRANSPORT AND HIGHWAYS,1032,REHABITITATION AND UP GRADATION OF NONGSTOIN- RAMBRAI-KYRSHAI ROAD UP TO MEGHALAYA-ASSAM BORDER FROM,NHIDCL,N24001474,9-2021,5/2024,Dec-24,12/2025,359.86,N.A.,359.86,232.55,87.00
MEGHALAYA,ROAD TRANSPORT AND HIGHWAYS,1033,RANIKOR- MAHESHKHOLA- BAGHMARA PKG-2,NHIDCL,N24001541,11-2021,6/2024,Dec-24,4/2025,283.50,N.A.,283.50,256.07,96.06
MIZORAM,RAILWAYS,1034,"BHAIRABI SAIRONG, NL, NEFR",NFR,N22000100,4 - 2 0 0 8,3 / 2 0 1 4,N.A.,7/2025,"2,393.47","5,021.45","8,213.72","7,906.29",94.60
MIZORAM,ROAD TRANSPORT AND HIGHWAYS,1035,UP-GRADATION TO 2-LANE WITH PAVED SHOULDERS OF NGOPA - PAWLRANG SECTION OF NH 102B OF AIZAWL - IMPHA,NHIDCL,N24001975,9-2021,2/2025,N.A.,12/2025,523.78,N.A.,523.78,303.25,61.00
MIZORAM,ROAD TRANSPORT AND HIGHWAYS,1036,KEIFANG - TUVAI PKG-3,NHIDCL,N24002027,1 2 - 2 0 2 1,2 / 2 0 2 5,N.A.,12/2025,500.88,N.A.,500.88,250.46,65.10
MIZORAM,ROAD TRANSPORT AND HIGHWAYS,1037,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,NHIDCL,N24000857,4-2017,4/2023,N.A.,3/2025,519.09,N.A.,785.65,667.78,95.75
MIZORAM,ROAD TRANSPORT AND HIGHWAYS,1038,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,NHIDCL,N24000858,4-2017,7/2023,N.A.,7/2023,640.07,N.A.,"1,286.35","1,192.26",98.90
MIZORAM,ROAD TRANSPORT AND HIGHWAYS,1039,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,NHIDCL,N24000859,4-2017,6/2023,N.A.,3/2024,642.96,N.A.,988.23,721.12,99.55
MIZORAM,ROAD TRANSPORT AND HIGHWAYS,1040,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,NHIDCL,N24000861,4-2017,4/2023,N.A.,3/2025,473.18,N.A.,688.25,539.93,92.01
MIZORAM,ROAD TRANSPORT AND HIGHWAYS,1041,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,NHIDCL,N24000862,4-2017,4/2023,N.A.,3/2025,537.82,N.A.,789.05,768.85,95.40
MIZORAM,ROAD TRANSPORT AND HIGHWAYS,1042,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,NHIDCL,N24000863,4-2017,6/2023,N.A.,3/2025,518.53,N.A.,906.76,847.17,97.01
MIZORAM,ROAD TRANSPORT AND HIGHWAYS,1043,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,NHIDCL,N24000864,4-2017,4/2024,N.A.,3/2025,404.29,N.A.,750.32,654.75,97.51
MIZORAM,ROAD TRANSPORT AND HIGHWAYS,1044,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,NHIDCL,N24000865,4-2017,9/2023,N.A.,3/2025,428.11,N.A.,746.39,605.09,97.46
MIZORAM,ROAD TRANSPORT AND HIGHWAYS,1045,CONSTRUCTION OF CHHIATHLANG -SERCHHIP BYPASS (PKG-1) ON AIZAWL- TUIPANG SECTION OF NH-54,NHIDCL,N24001277,9-2020,10/2022,N.A.,4/2025,275.02,N.A.,247.25,265.18,99.74
MIZORAM,ROAD TRANSPORT AND HIGHWAYS,1046,CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER OF SELLING-DULTE SECTION OF NH- 06 (PKG-I),NHIDCL,N24001278,3-2020,7/2022,N.A.,6/2024,206.88,N.A.,219.33,265.18,100.00
MIZORAM,ROAD TRANSPORT AND HIGHWAYS,1047,CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER OF SELLING-DULTE SECTION OF NH- 06 (PKG-III),NHIDCL,N24001281,3-2020,7/2022,N.A.,6/2025,292.24,N.A.,331.17,291.20,93.15
MIZORAM,ROAD TRANSPORT AND HIGHWAYS,1048,DULTE- KWALKULH - CHAMPAI PKG.2,NHIDCL,N24001356,3-2021,12/2022,Apr-24,12/2025,233.25,N.A.,233.25,172.09,100.00
MIZORAM,ROAD TRANSPORT AND HIGHWAYS,1049,TLABUNG - LUNGLEI PKG-A,NHIDCL,N24001358,3 - 2 0 2 1,1 2 / 2 0 2 2,N.A.,3/2026,698.44,N.A.,698.45,481.12,52.84
MIZORAM,ROAD TRANSPORT AND HIGHWAYS,1050,TLABUNG - LUNGLEI PKG-B,NHIDCL,N24001359,3 - 2 0 2 1,1 / 2 0 2 3,N.A.,3/2026,740.58,N.A.,740.58,353.73,50.60
MIZORAM,ROAD TRANSPORT AND HIGHWAYS,1051,ZORINPUI- HMAWNGBU- LONGMASU (NH-502A),NHIDCL,N24002204,2-2023,12/2026,N.A.,12/2026,781.85,N.A.,781.85,67.12,0.50
MIZORAM,ROAD TRANSPORT AND HIGHWAYS,1052,KEIFANG - TUVAI PKG-1,NHIDCL,N24001440,9 - 2 0 2 1,5 / 2 0 2 3,N.A.,5/2024,492.94,N.A.,492.94,353.09,100.00
MULTI STATE,COAL,1053,BINA KAKRI AMALGAMATION OCP 14 MTPA,NCL,N06000192,8-2020,3/2024,N.A.,3/2027,836.42,N.A.,836.42,726.61,57.18
MULTI STATE,COAL,1054,NILJAI EXPANSION (DEEP) OC (3.5 MTY),WCL,N06000154,8-2016,3/2022,Mar-25,3/2025,319.76,319.76,319.76,183.67,98.00
MULTI STATE,DPIIT,1055,NATIONAL INDUSTRIAL CORRIDOR PROJECT,DMIC FOR DPIIT,N40000001,9-2011,3/2027,Mar-32,3/2032,"20,084.00","26,684.00","26,684.00","11,262.06",50.99
MULTI STATE,PETROLEUM,1056,GURDASPUR JAMMU PIPELINE,GAIL,N16000531,7 - 2 0 2 3,7 / 2 0 2 6,Jul-26,7/2026,521.92,521.92,521.92,120.70,32.00
MULTI STATE,PETROLEUM,1057,CGD PROJECT AT NAWADA AND KODERMA DISTRICTS,IOCL,N16000426,6-2019,12/2029,Mar-30,3/2030,169.00,N.A.,169.00,75.02,27.20
MULTI STATE,PETROLEUM,1058,NORTH EAST GAS GRID,IGGL,N16000439,1 1 - 2 0 2 0,3 / 2 0 2 4,Jul-25,3/2027,"9,265.00","9,265.00","9,265.00","6,270.19",84.40
MULTI STATE,PETROLEUM,1059,KOCHI-KOOTTANAD-BANGALORE- MANGALORE PIPELINE PHASE-II,GAIL,N16000285,6-2009,12/2012,Feb-25,3/2026,"2,915.00","5,909.00","5,909.00","4,176.20",93.70
MULTI STATE,PETROLEUM,1060,SRIKAKULAM ANGUL PIPELINE PROJECT,GAIL,N16000388,9-2019,7/2022,Jun-25,6/2025,"2,658.34",N.A.,"2,658.34","2,132.70",94.00
MULTI STATE,PETROLEUM,1061,DHAMRA HALDIA PIPELINE PROJECT,GAIL,N16000391,3-2020,11/2022,Jul-25,12/2025,"1,030.65",N.A.,"1,030.65",822.90,86.00
MULTI STATE,PETROLEUM,1062,MUMBAI NAGPUR JHARSUGUDA PIPELINE PROJECT,GAIL,N16000398,6-2020,5/2023,Jun-25,6/2025,"7,844.25",N.A.,"7,844.25","6,224.30",93.20
MULTI STATE,POWER,1063,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,PGCIL,N18000331,2-2022,9/2023,N.A.,5/2025,359.47,N.A.,359.47,292.16,82.00
MULTI STATE,POWER,1064,COMPREHENSIVE SCHEME FOR THE STRENGHTENING OF THE TRANSMISSION AND DISTRIBUTION SYSTEM IN A P,PGCIL,N18000249,12-2014,12/2018,Mar-25,3/2027,"4,754.42","9,129.32","9,129.32","7,602.44",80.00
MULTI STATE,POWER,1065,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT (NERPSIP) FOR SIX (6) STATES,PGCIL,N18000250,12-2014,12/2018,Mar-25,6/2025,"5,111.33","6,700.00","6,700.00","5,276.39",95.70
MULTI STATE,POWER,1066,TS FOR EVACUATION OF POWER FROM PAKALDUL HEP IN CHENAB VALLEY HEPS - LTA SYSTEM,PGCIL,N18000328,2-2022,4/2025,N.A.,4/2025,318.12,N.A.,318.12,157.75,94.00
MULTI STATE,POWER,1067,TRANSMISSION SYSTEM STRENGTHENING FOR SRINAGAR-LEH TRANSMISSION SYSTEM,PGCIL,N18000330,3-2022,12/2024,N.A.,7/2025,288.71,N.A.,288.71,144.79,48.00
MULTI STATE,POWER,1068,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART C,PGCIL,N18000338,7-2022,3/2025,N.A.,3/2025,186.19,N.A.,186.19,71.53,100.00
MULTI STATE,POWER,1069,SYSTEM STRENGTHENING SCHEME FOR EASTERN AND NORTH EASTERN REGION,PGCIL,N18000343,10-2022,10/2025,N.A.,10/2025,307.87,N.A.,307.87,184.31,89.00
MULTI STATE,POWER,1070,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,PGCIL,N18000332,5-2022,11/2023,N.A.,5/2025,"1,666.00",N.A.,"1,666.00","1,449.62",88.00
MULTI STATE,POWER,1071,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART B,PGCIL,N18000337,7-2022,6/2023,N.A.,6/2025,"4,546.26",N.A.,"4,546.26","2,680.35",89.00
MULTI STATE,POWER,1072,TRANSMISSION SYSTEM FOR KURNOOL WIND ENERGY ZONE SOLAR ENERGY ZONE (AP) PART- A PART B,PGCIL,N18000352,3-2023,11/2024,N.A.,5/2025,"3,546.94",N.A.,"3,546.94","2,106.14",87.00
MULTI STATE,POWER,1073,ER WR TRANSMISSION LIMITED,PGCIL,N18000353,3 - 2 0 2 3,3 / 2 0 2 5,N.A.,4/2025,281.16,N.A.,281.16,129.14,84.00
MULTI STATE,RAILWAYS,1074,"LALITPUR-SATNA-REWA- SINGRULI NL, (NCR)",WCR,220100232,9-1998,5/2008,N.A.,3/2025,247.66,63.57,"8,248.50","2,520.04",43.00
MULTI STATE,RAILWAYS,1075,"NANGALDAM-TALWARA(NL),NR",NR,220100188,3 - 1 9 8 1,7 / 2 0 1 2,Jan-27,6/2027,450.00,N.A.,"2,017.96","1,579.04",70.00
MULTI STATE,RAILWAYS,1076,CHHAPRA-BALLIA UP,NER,N22000134,3 - 2 0 1 3,1 / 2 0 1 9,N.A.,12/2025,295.00,954.00,"1,045.82","1,001.52",95.50
MULTI STATE,RAILWAYS,1077,NEW BG LINE FROM JAGBANI TO BIRATNAGAR,NFR,N22000207,4-2010,,Dec-26,12/2026,241.52,485.96,485.96,365.61,86.21
MULTI STATE,RAILWAYS,1078,MURKONGSELEK-PASIGHAT NL,NFR,N22000208,4 - 2 0 1 1,3 / 2 0 2 0,N.A.,11/2025,414.84,N.A.,"1,252.49",709.39,51.50
MULTI STATE,RAILWAYS,1079,NEW BONGAIGAON-RANGIA- KAMAKGHYA DOUBLING,NFR,N22000183,4-2013,3/2019,N.A.,10/2024,"1,798.00",N.A.,"2,832.35","3,647.20",99.50
MULTI STATE,RAILWAYS,1080,NEW BG LINE FROM BALURGHAT TO HILLY NFR,NFR,N22000206,4-2010,3/2020,N.A.,3/2027,242.22,N.A.,"1,181.57",402.03,6.00
MULTI STATE,RAILWAYS,1081,DEOBAND (MUZAFFARNAGAR)- ROORKEE NL,NR,N22000274,4-2007,,N.A.,3/2025,336.91,N.A.,791.39,578.85,99.00
MULTI STATE,RAILWAYS,1082,MUMBAI AHMEDABAD HIGH SPEED RAIL PROJECT,NHSRCL,N22000463,12-2015,12/2023,N.A.,8/2027,"108,000.00",N.A.,"108,000.00","72,257.00",50.00
MULTI STATE,RAILWAYS,1083,WESTERN DEDICATED FREIGHT CORRIDOR,DFCC,N22000464,11-2007,3/2020,N.A.,3/2020,"16,592.00","51,101.00","51,101.00","47,476.00",83.00
MULTI STATE,RAILWAYS,1084,CHANDIGARH-BADDI,NR,N22000467,4 - 2 0 0 7,3 / 2 0 2 3,Dec-26,12/2026,328.14,"1,540.14","1,540.14",936.85,25.00
MULTI STATE,RAILWAYS,1085,CHOTTAUDEPUR-DHAR(NL),WR,N22000138,4 - 2 0 0 7,3 / 2 0 2 2,Dec-27,12/2027,"1,347.26","1,793.63","1,793.63","1,615.35",59.00
MULTI STATE,RAILWAYS,1086,"DAHOD-INDORE VIA SARDARPUR, JHABUA AND DHAR (NL)",WR,N22000139,4-2007,3/2022,Feb-27,2/2027,"1,640.04","1,873.10","2,873.11","2,834.85",59.00
MULTI STATE,RAILWAYS,1087,PIRPAINTI-JASIDIH,ER,N22000219,4 - 2 0 1 3,3 / 2 0 2 2,Mar-28,3/2028,915.98,N.A.,"2,610.84","1,121.11",45.00
MULTI STATE,RAILWAYS,1088,KAZIPET-VIJAYAWADA 3RD LINE WITH ELECTRIFICATION,SCR,N22000261,4-2012,3/2023,N.A.,3/2025,"1,856.95",N.A.,"1,952.68","1,688.42",-
MULTI STATE,RAILWAYS,1089,RAYADURGA-TUMKUR NL,SWR,N22000279,4 - 2 0 0 7,,N.A.,2/2028,"2,062.30","2,495.59","2,495.59","1,629.58",60.00
MULTI STATE,RAILWAYS,1090,HOTGI-KUDGI-GADAG,SWR,N22000333,3 - 2 0 1 5,3 / 2 0 1 9,N.A.,2/2026,"1,614.59","1,877.81","2,458.87","2,500.63",89.00
MULTI STATE,RAILWAYS,1091,KAZIPET-BALHRSHA,SCR,N22000367,4 - 2 0 1 5,3 / 2 0 2 1,N.A.,1/2025,"2,063.03",N.A.,"2,909.00","2,775.02",-
MULTI STATE,RAILWAYS,1092,NARAYANGARH TO BHADRAK 3RD LINE (155 KM),SER,N22000506,3-2019,5/2023,N.A.,6/2026,"1,866.31",N.A.,"1,866.31","1,928.60",58.00
MULTI STATE,RAILWAYS,1093,GWALIOR-SEOPURKALA WITH EXTENSION TO KOTA (GC),NCR,N22000148,4-2011,3/2022,N.A.,12/2024,"2,912.96",N.A.,"3,845.60","1,024.32",-
MULTI STATE,RAILWAYS,1094,DHOLPUR-SIRMUTTRA WITH EXTENSION TO GANGAPURCITY AND MOHARI-TANTPUR AND TANPUR-BANSI PAHARPUR,NCR,N22000158,4-2010,,Dec-26,12/2026,"2,030.50",746.83,746.83,152.47,31.00
MULTI STATE,ROAD TRANSPORT AND HIGHWAYS,1095,VARANASI-AURANGABAD KM.786 TO KM.978.40,NHAI,N24000182,9-2011,3/2014,N.A.,6/2025,"2,848.00",N.A.,"3,241.56","3,901.66",90.02
MULTI STATE,ROAD TRANSPORT AND HIGHWAYS,1096,4/6L OF SPUR TO HARIDWAR (GREENFIELD) FROM KM. 0.000 TO KM. 49.000,NHAI,N24001628,11-2021,2/2025,Aug-25,8/2025,"2,155.95",N.A.,"2,155.95","1,279.14",60.28
MULTI STATE,ROAD TRANSPORT AND HIGHWAYS,1097,6L WITH ACCESS CONTROL PROVISION SAHARANPUR BYPASS TO GANESHPUR SECTION FROM 13.89 KM TO 41.820 KM O,NHAI,N24001629,4-2022,11/2024,May-25,5/2025,796.65,N.A.,796.65,412.96,83.55
MULTI STATE,SHIPPING AND PORTS,1098,JAL MARG VIKAS PROJECT,IWAI,N25000072,1 - 2 0 1 8,3 / 2 0 2 3,Dec-25,12/2025,"5,369.18","5,061.15","5,061.15","3,397.03",67.98
MULTI STATE,TELECOMMUNICATIONS,1099,PHASE-I OF CONSOLIDATION OF EXISTING CDR DATA CENTERS AND NIB-P3 DATA CENTERS WITH STATE OF THE ART,BSNL,N26000114,3-2020,6/2021,Nov-21,6/2025,461.42,461.42,461.42,165.04,81.00
MULTI STATE,TELECOMMUNICATIONS,1100,PLANNIN ENGINEERING SUPPLY INSTALLATION TESTING COMMISSIONING INTEGARTION and ANNUAL MAINTENANCE OF,BSNL,N26000117,6-2023,6/2025,N.A.,6/2025,"24,556.35","24,544.55","24,544.55","7,739.52",87.36
MULTI STATE,TELECOMMUNICATIONS,1101,OPTICAL TRANSPORT NETWORK (OTN) PH-4 IN BSNL,BSNL,N26000118,2-2024,8/2025,N.A.,8/2025,810.99,N.A.,810.99,476.39,98.71
MULTI STATE,TELECOMMUNICATIONS,1102,MPLS-IP BASED ACCESS AND AGGREGATION NETWORK (MAAN) IN BSNL ALONG WITH TEST AND MEASURING EQUIPMENT,BSNL,N26000116,5-2023,8/2024,Nov-24,3/2025,645.13,N.A.,645.13,340.81,85.63
MULTI STATE,TELECOMMUNICATIONS,1103,SUPER EDGE ROUTERS FOR BSNL INTERNET PROTOCOL - MULTI PROTOCOL LEBEL SWITCHING (IPMPLS) NETWORK and,BSNL,N26000115,3-2023,3/2024,Jul-24,3/2025,239.60,N.A.,239.60,174.71,100.00
MULTI STATE,URBAN DEVELOPMENT,1104,DELHI GHAZIABAD MEERUT RRTS CORRIDOR,NCRTC,N28000134,3-2019,6/2025,N.A.,6/2025,"30,274.00",N.A.,"30,274.00","24,993.22",85.00
NAGALAND,PETROLEUM,1105,"AUGMENTATION OF DIMAPUR DEPOT, DIMAPUR",IOCL,N16000529,8-2023,11/2027,N.A.,11/2027,227.62,N.A.,227.62,4.10,17.00
NAGALAND,RAILWAYS,1106,NEW LINE FROM DIMAPUR TO ZUBZA(KOHIMA) NATIONAL PROJECT (NEFR),NFR,N22000124,4-2006,3/2015,N.A.,12/2029,"2,326.52","6,663.20","6,663.20","4,531.38",66.00
NAGALAND,ROAD TRANSPORT AND HIGHWAYS,1107,WIDENING OF EXISTING SINGLE LANE ROAD TO INTERMEDIATE LANE ROAD FROM MOKOKCHUNG TO CHARE VIA DIKHU I,MoRTH,N24001855,2-2021,6/2025,Jun-25,6/2025,192.93,N.A.,192.93,96.19,87.50
NAGALAND,ROAD TRANSPORT AND HIGHWAYS,1108,PEREN-DIMAPUR PKG-3,NHIDCL,N24001912,2 - 2 0 2 1,6 / 2 0 2 5,N.A.,12/2025,177.77,199.02,199.02,43.33,56.47
NAGALAND,ROAD TRANSPORT AND HIGHWAYS,1109,WIDENING TO 2 LANE WITH HARD SHOULDER OF AKEGWO- AVANGKHU SECTION OF NH-202K FOR PACKAGE-I (DESIGN CH,NHIDCL,N24001976,12-2022,2/2026,N.A.,2/2026,430.24,N.A.,430.24,92.24,49.15
NAGALAND,ROAD TRANSPORT AND HIGHWAYS,1110,WIDENING TO 2 LANE WITH HARD SHOULDER OF AKEGWO- AVANGKHU SECTION OF NH-202K FOR PACKAGE-II (DESIGN C,NHIDCL,N24001977,12-2022,2/2026,N.A.,2/2026,442.54,N.A.,442.54,39.97,20.46
NAGALAND,ROAD TRANSPORT AND HIGHWAYS,1111,WIDENING TO 2 LANE WITH HARD SHOULDER OF AKEGWO- AVANGKHU SECTION OF NH-202K FOR PACKAGE-III (DESIGN,NHIDCL,N24001978,12-2022,2/2026,N.A.,2/2026,497.18,N.A.,497.18,159.36,58.70
NAGALAND,ROAD TRANSPORT AND HIGHWAYS,1112,FOUR LANING OF DIMAPUR KOHIMA ROAD FROM DESIGN KM 123.840 TO KM 138.775 (EXISTING KM 124.100 TO KM 1,NHIDCL,N24000686,3-2016,9/2019,Nov-22,4/2025,373.07,534.41,534.41,382.50,99.81
NAGALAND,ROAD TRANSPORT AND HIGHWAYS,1113,FOUR LANING OF EXISTING DIMAPUR KOHIMA ROAD FROM DESIGN KM 152.490 TO KM 166.700 (EXISTING KM 156.00,NHIDCL,N24000688,3-2016,8/2022,Sep-25,9/2025,429.52,794.74,794.74,321.40,90.38
NAGALAND,ROAD TRANSPORT AND HIGHWAYS,1114,(I) CONSTRUCTION OF FOUR/SIX LANING FROM KM 132.375 TO KM 158.058 (TOTAL NEW ALIGNMENT LENGTH OF 20.,NHIDCL,N24000752,2-2017,9/2020,Feb-23,4/2025,387.00,688.12,688.12,389.81,99.72
NAGALAND,ROAD TRANSPORT AND HIGHWAYS,1115,(II) CONSTRUCTION OF DIMAPUR BYPASS (ASSAM PORTION) OF 4/6 LANE PAVEMENT ON EPC BASIS FROM EXISTING,NHIDCL,N24000753,3-2018,11/2022,Aug-24,4/2025,500.09,698.81,698.81,393.53,98.88
NAGALAND,ROAD TRANSPORT AND HIGHWAYS,1116,CONSTRUCTION OF TWO LANE WITH HARD SHOULDERS OF MERANGKONG-TAMLU-MON ROAD FROM EXISTING KM 20.456 TO,NHIDCL,N24000763,3-2018,12/2021,Aug-22,8/2025,215.79,N.A.,215.79,127.85,68.29
NAGALAND,ROAD TRANSPORT AND HIGHWAYS,1117,CONSTRUCTION OF TWO LANE WITH HARD SHOULDERS OF MERANGKONG-TAMLU-MON ROAD FROM EXISTING KM 60.345 TO,NHIDCL,N24000765,3-2018,9/2018,Jun-23,9/2025,323.98,N.A.,323.98,112.43,51.23
NAGALAND,ROAD TRANSPORT AND HIGHWAYS,1118,CONSTRUCTION OF 2 LANE WITH PAVED SHOULDER FROM KM. 168 TO 183.783 (YESEMYONG TO UNGER) ON MOKOKCHUN,MoRTH,N24001179,3-2017,11/2020,Feb-23,2/2023,217.35,N.A.,217.35,214.18,100.00
NAGALAND,ROAD TRANSPORT AND HIGHWAYS,1119,WIDENING OF EXISTING SINGLE/INTERMEDIATE LANE ROAD TO 2 LANE ROAD FROM KM. 83.00 TO KM 101.00 ON NH-,MoRTH,N24001180,3-2019,12/2022,Jan-23,1/2023,237.51,N.A.,237.51,215.47,100.00
NAGALAND,ROAD TRANSPORT AND HIGHWAYS,1120,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER OF KOHIMA- BYPASS ROAD FROM DESIGN KM10.500 TO 21.00KM [D,NHIDCL,N24001255,9-2020,10/2022,Sep-24,6/2026,277.44,N.A.,277.44,168.88,66.12
NAGALAND,ROAD TRANSPORT AND HIGHWAYS,1121,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER OF KOHIMA- BYPASS ROAD FROM DESIGN KM21.0 TO KM32.0 [DESIG,NHIDCL,N24001257,8-2020,10/2022,Jun-25,6/2025,159.85,342.29,159.85,101.93,28.57
